path,status_git,mode_drift,semantic_drift,intencion,owner_aparente,categoria,decision_publicacion,riesgo
".agents/README.md"," M","si","no","control_plane_o_coordinacion_interna","Juan_y_agentes","documentacion_interna","NO_STAGEAR_RUIDO_DE_MODO","alto"
".claude/learnings.md"," M","si","no","control_plane_o_coordinacion_interna","Juan_y_agentes","documentacion_interna","NO_STAGEAR_RUIDO_DE_MODO","alto"
".claude/persistence.md"," M","si","si","control_plane_o_coordinacion_interna","Juan_y_agentes","documentacion_interna","NO_PUBLICAR_SIN_REVISION_EXPRESA","alto"
".claude/skills/gantt-chart-visualization/SKILL.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/agents/openai.yaml"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-accessibility-export-and-testing.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-api-and-export-format-ingestion.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-chart-design-and-use-cases.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-data-contracts-and-integrations.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-interaction-patterns.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".claude/skills/gantt-chart-visualization/references/gantt-performance-and-rendering.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/quickstart.md"," M","si","no","control_plane_o_coordinacion_interna","Juan_y_agentes","documentacion_interna","NO_STAGEAR_RUIDO_DE_MODO","alto"
".codex/skills/gantt-chart-visualization/SKILL.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/agents/openai.yaml"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-accessibility-export-and-testing.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-api-and-export-format-ingestion.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-chart-design-and-use-cases.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-data-contracts-and-integrations.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-interaction-patterns.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".codex/skills/gantt-chart-visualization/references/gantt-performance-and-rendering.md"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
".playwright-mcp/console-2026-05-31T13-35-55-223Z.log"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/console-2026-06-08T17-49-59-393Z.log"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/console-2026-06-12T23-19-23-145Z.log"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/console-2026-06-22T12-31-58-927Z.log"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-05-31T13-35-55-446Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-08T17-49-59-912Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-08T17-53-38-587Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-19-23-558Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-19-58-943Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-20-08-164Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-21-37-057Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-22-15-588Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-23-05-207Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-23-48-774Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-24-27-278Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-25-07-006Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-25-45-502Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-26-19-443Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-12T23-27-16-572Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-31-59-194Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-32-19-029Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-32-31-741Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-42-37-685Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-43-22-110Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-46-41-695Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-48-04-014Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-49-12-502Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-51-19-436Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-51-55-088Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-53-48-430Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
".playwright-mcp/page-2026-06-22T12-54-26-695Z.yml"," M","si","no","runtime_navegador","Playwright_MCP","generado_runtime","NO_STAGEAR_RUIDO_DE_MODO","alto"
"AGENTS.md"," M","si","no","gobernanza_del_repositorio","mantenedor_del_workspace","configuracion_o_contexto","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/anteproyecto_experto.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/arquitectura_multiagente_experto.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/documentacion_sistemas_experto.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/evaluador_cicerchia.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/extension_bot_experto.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization.zip"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
"Agentes/gantt-chart-visualization/SKILL.md"," M","si","no","definicion_derivada_P100","equipo_documental_P100","fuente_operativa","NO_STAGEAR_RUIDO_DE_MODO","medio"
"Agentes/gantt-chart-visualization/agents/openai.yaml"," M","si","no","tooling_de_agentes","proveedor_o_runtime_de_agentes","tooling_externo","NO_STAGEAR_RUIDO_DE_MODO","medio_alto"
